Family	Count	Hits	TotMarkerLength
gb|ABV26707_1|ARO_3002850|arr-5__Klebsiella_pneumoniae_	0.0	0	87
gb|ABV31686_1|ARO_3001637|OXA-106__Acinetobacter_baumannii_	0.0	0	33
gb|ABV31688_1|ARO_3001639|OXA-108__Acinetobacter_baumannii_	0.0	0	33
gb|ABV31692_1|ARO_3001643|OXA-112__Acinetobacter_baumannii_	0.0	0	33
gb|ABV57756_3|ARO_3001942|CTX-M-81__Klebsiella_pneumoniae_	0.0	0	34
gb|ABV66096_1|ARO_3002731|QnrB16__Citrobacter_freundii_	0.0	0	34
gb|ABV71246_1|ARO_3001633|OXA-79__Acinetobacter_baumannii_	0.0	0	34
gb|ABV81082_1|ARO_3001929|CTX-M-68__Klebsiella_sp__ARS06-441_	0.0	0	33
gb|ABW03157_2|ARO_3002722|QnrB8__Citrobacter_freundii_	0.0	0	33
gb|ABW06859_1|ARO_3000603|Erm(41)__Mycobacterium_abscessus_	0.0	0	115
gb|ABW70410_1|ARO_3001644|OXA-113__Acinetobacter_baumannii_	0.0	0	33
gb|ABW76134_1|ARO_3001765|OXA-136__Brachyspira_pilosicoli_	0.0	0	33
gb|ABW90721_1|ARO_3002287|VIM-17__Pseudomonas_aeruginosa_	0.0	0	33
gb|ABW95047_1|ARO_3001441|OXA-116__Acinetobacter_baumannii_	0.0	0	33
gb|ABX30738_1|ARO_3000621|PC1_beta-lactamase_(blaZ)__Staphylococcus_aureus_subsp__aureus_USA300_TCH959_	0.0	0	281
gb|ABX38721_1|ARO_3001609|OXA-114a__Achromobacter_xylosoxidans_	0.0	0	27
gb|ABX54687_1|ARO_3002910|vanL__Enterococcus_faecalis_	0.0	0	300
gb|ABX54688_1|ARO_3002968|vanXYL__Enterococcus_faecalis_	0.0	0	129
gb|ABX54689_1|ARO_3002973|vanTmL__Enterococcus_faecalis_	0.0	0	300
gb|ABX54690_1|ARO_3002974|vanTrL__Enterococcus_faecalis_	0.0	0	268
gb|ABX54691_1|ARO_3002927|vanRL__Enterococcus_faecalis_	0.0	0	77
gb|ABX54692_1|ARO_3002938|vanSL__Enterococcus_faecalis_	0.0	0	300
gb|ABX71157_1|ARO_3001030|TEM-164__Klebsiella_pneumoniae_	0.0	0	33
gb|ABX71158_1|ARO_3001153|SHV-104__Klebsiella_pneumoniae_	0.0	0	34
gb|ABX72044_1|ARO_3002728|QnrB14__Citrobacter_freundii_	0.0	0	10
gb|ABY64751_1|ARO_3002667|rmtD__Klebsiella_pneumoniae_	0.0	0	183
gb|ABY77907_1|ARO_3001648|OXA-128__Acinetobacter_baumannii_	0.0	0	34
gb|ABZ81086_1|ARO_3001829|ACT-4__Enterobacter_asburiae_	0.0	0	33
gb|ACA23185_1|ARO_3000194|tetW__Bifidobacterium_longum_	43.16414346709315	28	37
gb|ACA30419_1|ARO_3002186|MOX-3__Aeromonas_sp__HCUZ_2422275_	0.0	0	34
gb|ACA30421_1|ARO_3002038|CMY-27__Escherichia_coli_	0.0	0	34
gb|ACA30422_1|ARO_3002051|CMY-40__Escherichia_coli_	0.0	0	34
gb|ACA97846_1|ARO_3002043|CMY-32__Escherichia_coli_	0.0	0	34
gb|ACA97847_1|ARO_3002044|CMY-33__Escherichia_coli_	0.0	0	34
gb|ACB41775_1|ARO_3002216|IMP-25__Pseudomonas_aeruginosa_	0.0	0	33
gb|ACB41777_1|ARO_3001947|CTX-M-87__Escherichia_coli_	0.0	0	34
gb|ACB54703_1|ARO_3002286|VIM-16__Pseudomonas_aeruginosa_	0.0	0	34
gb|ACC54440_2|ARO_3002799|QnrVC1__Vibrio_cholerae_	0.0	0	33
gb|ACC85616_1|ARO_3002804|FosA2__Enterobacter_cloacae_	0.0	0	38
gb|ACC99191_1|ARO_3001161|SHV-112__Klebsiella_pneumoniae_	0.0	0	33
gb|ACD35503_1|ARO_3000572|tet(42)__Micrococcus_sp__SMCC_G887_	0.0	0	300
gb|ACD45467_1|ARO_3001655|OXA-138__Acinetobacter_nosocomialis_	0.0	0	33
gb|ACD84989_1|ARO_3001652|OXA-131__Acinetobacter_baumannii_	0.0	0	34
gb|ACD84990_1|ARO_3001653|OXA-132__Acinetobacter_baumannii_	0.0	0	33
gb|ACE63186_1|ARO_3001702|OXA-133__Acinetobacter_radioresistens_	0.0	0	68
gb|ACE77058_1|ARO_3002366|PER-4__Proteus_vulgaris_	0.0	0	33
gb|ACF17980_1|ARO_3002616|aadA16__Escherichia_coli_	0.0	0	56
gb|ACF30254_1|ARO_3000817|mtrR__Neisseria_gonorrhoeae_NCCP11945_	0.0	0	86
gb|ACF32746_1|ARO_3001029|TEM-163__Escherichia_coli_	0.0	0	33
gb|ACG70184_1|ARO_3002788|QnrD1__Salmonella_enterica_subsp__enterica_serovar_Bovismorbificans_	0.0	0	34
gb|ACH58980_1|ARO_3002482|LRA-1__uncultured_bacterium_BLR1_	0.0	0	86
gb|ACH58985_1|ARO_3002485|LRA-2__uncultured_bacterium_BLR2_	0.0	0	273
gb|ACH58987_1|ARO_3002510|LRA-3__uncultured_bacterium_BLR3_	0.0	0	153
gb|ACH58988_1|ARO_3002487|LRA-8__uncultured_bacterium_BLR8_	0.0	0	232
gb|ACH58989_1|ARO_3002488|LRA-9__uncultured_bacterium_BLR9_	0.0	0	30
gb|ACH58990_1|ARO_3002511|LRA-12__uncultured_bacterium_BLR12_	0.0	0	201
gb|ACH58991_1|ARO_3002484|LRA-13__uncultured_bacterium_BLR13_	0.0	0	300
gb|ACH58994_1|ARO_3002512|LRA-17__uncultured_bacterium_BLR17_	0.0	0	228
gb|ACH58997_1|ARO_3002492|LRA-18__uncultured_bacterium_BLR18_	0.0	0	272
gb|ACH58998_1|ARO_3002486|LRA-7__uncultured_bacterium_BLR7_	0.0	0	31
gb|ACH58999_1|ARO_3002489|LRA-10__uncultured_bacterium_BLR10_	0.0	0	234
gb|ACH59002_1|ARO_3002483|LRA-5__uncultured_bacterium_BLR5_	0.0	0	300
gb|ACH59005_1|ARO_3002513|LRA-19__uncultured_bacterium_BLR19_	0.0	0	175
gb|ACI25375_1|ARO_3001032|TEM-166__Escherichia_coli_	0.0	0	34
gb|ACI28281_1|ARO_3001779|OXA-146__Acinetobacter_baumannii_	0.0	0	33
gb|ACI28880_1|ARO_3002575|AAC(6_)-Iai__Pseudomonas_aeruginosa_	0.0	0	111
gb|ACI29345_1|ARO_3001944|CTX-M-83__Salmonella_enterica_subsp__enterica_serovar_Derby_	0.0	0	33
gb|ACI31326_1|ARO_3002584|AAC(6_)-29b__Pseudomonas_aeruginosa_	0.0	0	34
gb|ACI32877_1|ARO_3002859|dfrA14__Escherichia_coli_	0.0	0	15
gb|ACI89425_1|ARO_3002184|MOX-4__Aeromonas_caviae_	0.0	0	34
gb|ACJ04051_1|ARO_3001033|TEM-167__Escherichia_coli_	0.0	0	33
gb|ACJ05688_1|ARO_3001830|ACT-7__Klebsiella_pneumoniae_	0.0	0	33
gb|ACJ05689_1|ARO_3001824|ACT-5__Escherichia_coli_	0.0	0	33
gb|ACJ42146_1|ARO_3003796|Acinetobacter_baumannii_AmpC_beta-lactamase__Acinetobacter_baumannii_AB0057_	0.0	0	33
gb|ACJ43254_1|ARO_3000926|TEM-57__Escherichia_coli_	0.0	0	34
gb|ACJ59254_1|ARO_3000768|abeS__Acinetobacter_baumannii_AB307-0294_	0.0	0	80
gb|ACJ61335_1|ARO_3002249|CARB-10__Acinetobacter_baumannii_	0.0	0	34
gb|ACJ63260_1|ARO_3000413|sul3__Escherichia_coli_	0.0	0	229
gb|ACJ63262_1|ARO_3003107|mefB__Escherichia_coli_	0.41818352839353956	10	300
gb|ACJ65711_1|ARO_3002055|CMY-44__Escherichia_coli_	0.0	0	34
gb|ACK75961_1|ARO_3002787|QnrC__Proteus_mirabilis_	0.0	0	83
gb|ACL37342_1|ARO_3002592|AAC(6_)-Ib-Hangzhou__Acinetobacter_baumannii_	0.0	0	33
gb|ACL68095_1|ARO_3002431|OKP-A-14__Klebsiella_pneumoniae_	0.0	0	33
gb|ACL82957_1|ARO_3002928|vanRM__Enterococcus_faecium_	0.0	0	55
gb|ACL82958_1|ARO_3002939|vanSM__Enterococcus_faecium_	0.0	0	186
gb|ACL82959_1|ARO_3002961|vanYM__Enterococcus_faecium_	0.0	0	148
gb|ACL82960_1|ARO_3002947|vanHM__Enterococcus_faecium_	0.0	0	133
gb|ACL82961_1|ARO_3002911|vanM__Enterococcus_faecium_	0.0	0	99
gb|ACL82962_1|ARO_3002953|vanXM__Enterococcus_faecium_	0.0	0	69
gb|ACM04459_1|ARO_3001158|SHV-109__Klebsiella_pneumoniae_	0.0	0	34
gb|ACM47284|ARO_3002934|vanSD__Enterococcus_faecium_	0.0	0	166
gb|ACM50952_1|ARO_3002736|QnrB21__Escherichia_coli_	0.0	0	33
gb|ACM91559_1|ARO_3002319|KPC-9__Escherichia_coli_	0.0	0	33
gb|ACN22483_1|ARO_3002367|PER-5__Providencia_rettgeri_	0.0	0	34
gb|ACN32294_1|ARO_3000237|tolC__Escherichia_coli_	0.1926970690495231	1	90
gb|ACN65418_1|ARO_3002433|OKP-A-16__Klebsiella_pneumoniae_	0.0	0	33
gb|ACN65419_1|ARO_3002432|OKP-A-15__Klebsiella_pneumoniae_	0.0	0	34
gb|ACN85419_1|ARO_3001804|OXA-145__Pseudomonas_aeruginosa_	0.0	0	34
gb|ACO72579_1|ARO_3001801|OXA-147__Pseudomonas_aeruginosa_	0.0	0	34
gb|ACP18864_1|ARO_3001035|TEM-169__Salmonella_enterica_subsp__enterica_serovar_Infantis_	0.0	0	33
gb|ACQ82806_1|ARO_3002498|PDC-2__Pseudomonas_aeruginosa_	0.0	0	33
gb|ACQ82807_1|ARO_3002497|PDC-1__Pseudomonas_aeruginosa_PAO1_	0.0	0	33
gb|ACQ82809_1|ARO_3002501|PDC-4__Pseudomonas_aeruginosa_	0.0	0	34
gb|ACQ82814_1|ARO_3002508|PDC-9__Pseudomonas_aeruginosa_	0.0	0	34
gb|ACQ82815_1|ARO_3002509|PDC-10__Pseudomonas_aeruginosa_	0.0	0	33
gb|ACR57831_1|ARO_3003022|dfrB3__Klebsiella_oxytoca_	0.0	0	21
gb|ACS32294_1|ARO_3001936|CTX-M-75__Providencia_stuartii_	0.0	0	33
gb|ACS44716_1|ARO_3002862|dfrA7__Acinetobacter_baumannii_	0.0	0	102
gb|ACS44783_1|ARO_3002188|MOX-5__Aeromonas_caviae_	0.0	0	102
gb|ACS44784_1|ARO_3002185|MOX-6__Aeromonas_caviae_	0.0	0	68
gb|ACS44785_1|ARO_3002189|MOX-7__Aeromonas_caviae_	0.0	0	68
gb|ACS71746_1|ARO_3002737|QnrB22__Citrobacter_werkmanii_	0.0	0	68
gb|ACS71747_1|ARO_3002738|QnrB23__Citrobacter_freundii_	0.0	0	34
gb|ACS73598_1|ARO_3002339|GES-10__uncultured_bacterium_	0.0	0	34
gb|ACS83748_1|ARO_3000573|tet(43)__uncultured_bacterium_AOTet43_	0.0	0	274
gb|ACT33323_1|ARO_3002293|VIM-23__Enterobacter_cloacae_	0.0	0	34
gb|ACT66697_1|ARO_3000846|SIM-1_beta-lactamase__Acinetobacter_bereziniae_	0.0	0	124
gb|ACT97371_1|ARO_3003097|CfxA6__uncultured_organism_	31.40248532658895	173	111
gb|ACT97415_1|ARO_3002999|CblA-1__mixed_culture_bacterium_AX_gF3SD01_15_	4.184279213646787	64	268
gb|ACU00152_1|ARO_3002086|CMY-73__Citrobacter_freundii_	0.0	0	34
gb|ACV32310_1|ARO_3002060|CMY-49__Citrobacter_freundii_	0.0	0	34
gb|ACV32633_1|ARO_3001170|SHV-123__Klebsiella_pneumoniae_	0.0	0	34
gb|ACV32634_1|ARO_3001171|SHV-124__Klebsiella_pneumoniae_	0.0	0	33
gb|ACV32635_1|ARO_3001172|SHV-125__Klebsiella_pneumoniae_	0.0	0	34
gb|ACV69996_1|ARO_3002386|BEL-2__Pseudomonas_aeruginosa_	0.0	0	34
gb|ACX31140_1|ARO_3001453|OXA-148__Acinetobacter_baumannii_	0.0	0	34
gb|ACX70402_1|ARO_3001654|OXA-143__Acinetobacter_baumannii_	0.0	0	33
gb|ACX71212_1|ARO_3001860|IMI-3__Enterobacter_cloacae_	0.0	0	34
gb|ACX92986_2|ARO_3002832|vgaD__Enterococcus_faecium_	0.0	0	296
gb|ACX92987_1|ARO_3002845|vatH__Enterococcus_faecium_	0.0	0	89
gb|ACY01749_1|ARO_3002217|IMP-26__Pseudomonas_aeruginosa_	0.0	0	33
gb|ACY56711_1|ARO_3002480|OXA-144__Acinetobacter_baumannii_	0.0	0	33
gb|ACY70943_1|ARO_3001169|SHV-122__Escherichia_coli_	0.0	0	33
gb|ACZ65152_1|ARO_3002264|IND-8__Chryseobacterium_indologenes_	0.0	0	34
gb|ACZ65153_1|ARO_3002265|IND-9__Chryseobacterium_indologenes_	0.0	0	102
gb|ADA13241_1|ARO_3002266|IND-10__Chryseobacterium_indologenes_	0.0	0	34
gb|ADC55560_1|ARO_3000858|armA__Pseudomonas_aeruginosa_	0.0	0	257
gb|ADD80743_1|ARO_3002368|PER-6__Aeromonas_allosaccharophila_	0.0	0	22
gb|ADE08374_2|ARO_3003196|tet(45)__Escherichia_coli_	0.0	0	182
gb|ADE08533_1|ARO_3001176|SHV-129__Escherichia_coli_	0.0	0	34
gb|ADE58494_1|ARO_3001175|SHV-128__Enterobacter_cloacae_	0.0	0	68
gb|ADH95186_1|ARO_3002321|KPC-11__Klebsiella_pneumoniae_	0.0	0	34
gb|ADI55014_1|ARO_3002801|QnrVC4__Aeromonas_caviae_	3.3914684152716013	1	33
gb|ADI58616_1|ARO_3001656|OXA-172__Acinetobacter_baumannii_	0.0	0	33
gb|ADI58617_1|ARO_3001657|OXA-173__Acinetobacter_baumannii_	0.0	0	34
gb|ADI58619_1|ARO_3001659|OXA-175__Acinetobacter_baumannii_	0.0	0	33
gb|ADI58621_1|ARO_3001661|OXA-177__Acinetobacter_baumannii_	0.0	0	34
gb|ADI81040_1|ARO_3002800|QnrVC3__Vibrio_cholerae_non-O1_non-O139_	0.0	0	34
gb|ADK25050_1|ARO_3002267|IND-11__Chryseobacterium_indologenes_	0.0	0	33
gb|ADK34116_1|ARO_3001662|OXA-164__Acinetobacter_baumannii_	0.0	0	34
gb|ADK35874_1|ARO_3001470|OXA-170__Acinetobacter_baumannii_	0.0	0	34
gb|ADK38716_1|ARO_3002269|IND-14__Chryseobacterium_indologenes_	0.0	0	33
gb|ADK55604_1|ARO_3002065|CMY-54__Escherichia_coli_	0.0	0	34
gb|ADK73994_1|ARO_3002161|FOX-8__Escherichia_coli_	0.0	0	34
gb|ADK92148_1|ARO_3001709|OXA-182__Acinetobacter_baumannii_	0.0	0	34
gb|ADL27533_1|ARO_3002294|VIM-24__Klebsiella_pneumoniae_	0.0	0	34
gb|ADM21467_1|ARO_3002053|CMY-42__Escherichia_coli_	0.0	0	33
gb|ADM47435_1|ARO_3001695|OXA-134__Acinetobacter_lwoffii_	0.0	0	34
gb|ADM52194_1|ARO_3002745|QnrB30__Citrobacter_braakii_	0.0	0	34
gb|ADM92605_1|ARO_3000553|adeR__Acinetobacter_baumannii_	0.0	0	127
gb|ADM92606_1|ARO_3000549|adeS__Acinetobacter_baumannii_	0.0	0	184
gb|ADN26580_1|ARO_3001953|CTX-M-93__Escherichia_coli_	0.0	0	34
gb|ADO00942_1|ARO_3003023|dfrB6__uncultured_bacterium_	0.0	0	18
gb|ADO50679_1|ARO_3002295|VIM-25__Proteus_mirabilis_	0.0	0	34
gb|ADP20705_1|ARO_3001373|TEM-182__Haemophilus_parainfluenzae_	0.0	0	34
gb|ADP37961_1|ARO_3002068|CMY-57__Escherichia_coli_	0.0	0	34
gb|ADQ00385_1|ARO_3002136|DHA-7__Enterobacter_cloacae_	0.0	0	34
gb|ADQ38362_1|ARO_3002064|CMY-53__Escherichia_coli_	0.0	0	34
gb|ADQ43421_1|ARO_3002646|APH(3_)-IIc__Stenotrophomonas_maltophilia_	0.0	0	153
gb|ADQ43424_1|ARO_3002746|QnrB31__Klebsiella_pneumoniae_	0.0	0	34
gb|ADR66517_1|ARO_3001179|SHV-135__Escherichia_coli_	0.0	0	34
gb|ADT70779_1|ARO_3001805|OXA-198__Pseudomonas_aeruginosa_	0.0	0	212
gb|ADT91161_1|ARO_3002135|DHA-6__Escherichia_coli_	0.0	0	33
gb|ADV91011_1|ARO_3000245|RbpA__Mycobacterium_smegmatis_str__MC2_155_	0.0	1	63
gb|ADW84690_1|ARO_3002077|CMY-64__Escherichia_coli_	0.0	0	33
gb|ADX95999_1|ARO_3002873|FosB3__Enterococcus_faecium_	0.0	0	121
gb|ADY02545_1|ARO_3001960|CTX-M-101__Escherichia_coli_	0.0	0	34
gb|ADY06444_1|ARO_3001783|OXA-163__Enterobacter_cloacae_	0.0	0	34
gb|ADY19254_1|ARO_3002072|CMY-58__Escherichia_coli_	0.0	0	34
gb|ADZ54048_1|ARO_3001766|OXA-192__Brachyspira_pilosicoli_	0.0	0	68
gb|AEA37904_1|ARO_3003112|lsaC__Streptococcus_agalactiae_	0.0	0	69
gb|AEA41876_1|ARO_3000590|NDM-2__Acinetobacter_baumannii_	0.0	0	33
gb|AEA73284_1|ARO_3002323|KPC-13__Enterobacter_cloacae_	0.0	0	34
gb|AEB98921_1|ARO_3001480|OXA-195__Acinetobacter_nosocomialis_	0.0	0	34
gb|AEB98922_1|ARO_3001481|OXA-196__Acinetobacter_nosocomialis_	0.0	0	34
gb|AEE61368_1|ARO_3001487|OXA-210__Pseudomonas_aeruginosa_	13.565873661086405	4	33
gb|AEG74319_1|ARO_3002794|QnrS5__Aeromonas_sobria_	0.0	0	34
gb|AEG78825_1|ARO_3002872|FosA3__Escherichia_coli_	0.0	0	34
gb|AEH41427_1|ARO_3002218|IMP-27__Proteus_mirabilis_	0.0	0	22
gb|AEH59666_1|ARO_3002741|QnrB26__Proteus_vulgaris_	0.0	0	34
gb|AEI70575_1|ARO_3001826|ACT-9__Pantoea_agglomerans_	0.0	0	34
gb|AEI83429_1|ARO_3001168|SHV-121__Klebsiella_pneumoniae_	0.0	0	33
gb|AEJ33969_1|ARO_3000410|sul1__Vibrio_fluvialis_	3.2645150521330963	72	279
gb|AEK78851_1|ARO_3002163|FOX-9__Klebsiella_pneumoniae_	0.0	0	68
gb|AEK80394_1|ARO_3001182|SHV-140__Klebsiella_pneumoniae_	0.0	0	34
gb|AEL00452_1|ARO_3002749|QnrB34__Citrobacter_werkmanii_	0.0	0	34
gb|AEL00458_1|ARO_3002751|QnrB36__Citrobacter_freundii_	0.0	0	33
gb|AEL00459_1|ARO_3002752|QnrB37__Citrobacter_freundii_	0.0	0	33
gb|AEL31271_1|ARO_3002755|QnrB40__Citrobacter_braakii_	3.3914684152716013	1	33
gb|AEL31272_1|ARO_3002756|QnrB41__Citrobacter_freundii_	0.0	0	33
gb|AEM44648_1|ARO_3001970|CTX-M-110__Shigella_sp__SH165_	0.0	0	34
gb|AEM44649_1|ARO_3001971|CTX-M-111__Shigella_sp__SH202_	0.0	0	34
gb|AEM44650_1|ARO_3001967|CTX-M-107__Shigella_sp__SH219_	0.0	0	33
gb|AEM44653_1|ARO_3001973|CTX-M-113__Shigella_sp__SH284_	0.0	0	33
gb|AEM66528_1|ARO_3001809|OXA-209__Riemerella_anatipestifer_	0.0	0	164
gb|AEM97673_1|ARO_3002074|CMY-61__Escherichia_coli_	0.0	0	34
gb|AEN75249_1|ARO_3002229|IMP-38__Klebsiella_pneumoniae_	0.0	0	33
gb|AEO92079_1|ARO_3001483|OXA-205__Pseudomonas_aeruginosa_	0.0	0	68
gb|AEP40500_1|ARO_3002912|vanN__Enterococcus_faecium_	0.0	0	274
gb|AEP40501_1|ARO_3002969|vanXYN__Enterococcus_faecium_	0.0	0	110
gb|AEP40502_2|ARO_3002975|vanTN__Enterococcus_faecium_	0.0	0	300
gb|AEP40503_1|ARO_3002929|vanRN__Enterococcus_faecium_	0.0	0	54
gb|AEP40504_1|ARO_3002940|vanSN__Enterococcus_faecium_	0.0	0	295
gb|AEP96393_1|ARO_3003723|vanI__Desulfitobacterium_hafniense_DP7_	0.0	0	62
gb|AEQ59620_1|ARO_3001052|TEM-192__Klebsiella_pneumoniae_	0.0	0	33
gb|AEQ73520_1|ARO_3002209|IMP-18__Pseudomonas_aeruginosa_	0.0	0	101
gb|AEQ94272_1|ARO_3002757|QnrB42__Klebsiella_pneumoniae_	0.0	0	34
gb|AER57903_1|ARO_3001500|OXA-251__Pseudomonas_aeruginosa_	0.0	0	34
gb|AET07387_1|ARO_3002076|CMY-63__Citrobacter_freundii_	0.0	0	33
gb|AET10444_1|ARO_3004032|tetA(46)__Streptococcus_australis_	0.0	0	300
gb|AET10445_1|ARO_3004033|tetB(46)__Streptococcus_australis_	0.0	0	300
gb|AET15272_1|ARO_3003197|aadA25__Pasteurella_multocida_36950_	5.217643715802465	2	34
gb|AET35493_1|ARO_3001777|OXA-347__uncultured_bacterium_	1.1211465835608616	5	151
gb|AET99223_1|ARO_3001977|CTX-M-117__Escherichia_coli_	0.0	0	34
gb|AEU17778_1|ARO_3002224|IMP-33__Pseudomonas_aeruginosa_	0.0	0	33
gb|AEV91214_1|ARO_3001832|ACT-10__Serratia_marcescens_	0.0	0	33
gb|AEV91550_1|ARO_3001710|OXA-211__Acinetobacter_johnsonii_	0.0	0	33
gb|AEV91551_1|ARO_3001711|OXA-212__Acinetobacter_johnsonii_	0.0	0	34
gb|AEV91552_1|ARO_3001712|OXA-213__Acinetobacter_calcoaceticus_	0.0	0	34
gb|AEV91553_1|ARO_3001713|OXA-214__Acinetobacter_haemolyticus_	0.0	0	33
gb|AEX49906_1|ARO_3003583|basS__Pseudomonas_aeruginosa_	0.0	0	300
gb|AEY83581|ARO_3000510|mupB__Staphylococcus_aureus_	0.0	0	300
gb|AEZ05106_1|ARO_3002587|AAC(6_)-33__Escherichia_coli_	0.0	0	102
gb|AEZ36150_1|ARO_3000448|qepA__Enterobacter_aerogenes_	0.0	0	68
gb|AEZ49849_1|ARO_3002079|CMY-66__Citrobacter_freundii_	0.0	0	33
gb|AFC75523_1|ARO_3001053|TEM-193__Acinetobacter_baumannii_	0.0	0	68
gb|AFC75524_1|ARO_3001054|TEM-194__Acinetobacter_baumannii_	0.0	0	15
gb|AFC75525_1|ARO_3001055|TEM-195__Acinetobacter_baumannii_	0.0	0	33
gb|AFC95894_1|ARO_3001814|OXA-199__Shewanella_xiamenensis_	0.0	0	68
gb|AFE48832_1|ARO_3001376|TEM-196__Shigella_sonnei_	0.0	0	34
gb|AFG25462_1|ARO_3002220|IMP-29__Pseudomonas_aeruginosa_	0.0	0	68
gb|AFG73659_1|ARO_3002219|IMP-28__Klebsiella_oxytoca_	0.0	0	34
gb|AFH35853_1|ARO_3001328|Escherichia_coli_mdfA__Escherichia_coli_	0.0	0	13
gb|AFH36330_1|ARO_3001676|OXA-235__Acinetobacter_baumannii_	0.0	0	33
gb|AFH36332_1|ARO_3001677|OXA-236__Acinetobacter_baumannii_	0.0	0	34
gb|AFH88686_1|ARO_3002763|QnrB48__Citrobacter_freundii_	0.0	0	34
gb|AFJ11385_1|ARO_3002666|rmtF__Klebsiella_pneumoniae_	0.0	0	236
gb|AFJ79785_1|ARO_3002171|MIR-6__Enterobacter_cloacae_	0.0	0	34
gb|AFK08541_1|ARO_3002080|CMY-67__Citrobacter_freundii_	0.0	0	33
gb|AFK13828_1|ARO_3000823|ramA__Enterobacter_cloacae_	0.0	1	98
gb|AFK31666_1|ARO_3000567|tet(40)__Streptococcus_suis_	3.470923285666378	83	300
gb|AFK73437_1|ARO_3002089|CMY-76__Citrobacter_freundii_	0.0	0	33
gb|AFK73443_1|ARO_3002091|CMY-78__Citrobacter_freundii_	0.0	0	33
gb|AFK73446_1|ARO_3002092|CMY-79__Citrobacter_freundii_	0.0	0	33
gb|AFK73449_1|ARO_3002093|CMY-80__Citrobacter_freundii_	0.0	0	34
gb|AFK80333_1|ARO_3001313|facT__Streptomyces_sp__WAC5292_	0.0	0	300
gb|AFK80745_1|ARO_3002350|GES-21__uncultured_bacterium_	0.0	0	34
gb|AFM55000_1|ARO_3001692|OXA-229__Acinetobacter_bereziniae_	0.0	0	33
gb|AFM55001_1|ARO_3001691|OXA-228__Acinetobacter_bereziniae_	0.0	0	34
gb|AFM55002_1|ARO_3001693|OXA-230__Acinetobacter_bereziniae_	0.0	0	33
gb|AFN65709_1|ARO_3001498|OXA-239__Acinetobacter_sp__enrichment_culture_clone_8407_	0.0	0	34
gb|AFN88952_1|ARO_3001185|SHV-145__Klebsiella_pneumoniae_	0.0	0	34
gb|AFO09968_1|ARO_3001476|OXA-184__Campylobacter_jejuni_	0.0	0	124
gb|AFO53532_1|ARO_3002883|rgt1438__Streptomyces_sp__WAC1438_	0.0	0	300
gb|AFO55201_1|ARO_3001679|OXA-241__Acinetobacter_baumannii_	0.0	0	33
gb|AFO55202_1|ARO_3001680|OXA-242__Acinetobacter_baumannii_	0.0	0	34
gb|AFO59566_1|ARO_3002226|IMP-35__Pseudomonas_aeruginosa_	0.0	0	34
gb|AFP97028_1|ARO_3002228|IMP-37__Pseudomonas_aeruginosa_	0.0	0	34
gb|AFP97030_1|ARO_3001797|OXA-46__Pseudomonas_aeruginosa_	0.0	0	102
gb|AFQ23955_1|ARO_3001188|SHV-149__Klebsiella_pneumoniae_	0.0	0	34
gb|AFQ23957_1|ARO_3001190|SHV-151__Klebsiella_pneumoniae_	0.0	0	34
gb|AFQ23962_1|ARO_3001195|SHV-156__Klebsiella_pneumoniae_	0.0	0	34
gb|AFQ23965_1|ARO_3001198|SHV-159__Klebsiella_pneumoniae_	0.0	0	34
gb|AFQ23970_1|ARO_3001203|SHV-165__Klebsiella_pneumoniae_	0.0	0	33
gb|AFQ32277_1|ARO_3001344|SHV-143__Klebsiella_pneumoniae_	0.0	0	34
gb|AFQ90085_1|ARO_3001610|OXA-243__Achromobacter_xylosoxidans_	0.0	0	53
gb|AFR33816_1|ARO_3002223|IMP-32__Klebsiella_pneumoniae_	0.0	0	34
gb|AFR46589_1|ARO_3002771|QnrB58__Citrobacter_freundii_	0.0	0	33
gb|AFR46590_1|ARO_3002772|QnrB59__Citrobacter_freundii_	0.0	0	33
gb|AFS44742_1|ARO_3001378|TEM-201__Escherichia_coli_	0.0	0	33
gb|AFU25632_1|ARO_3002087|CMY-74__Citrobacter_braakii_	0.0	0	33
gb|AFU25644_1|ARO_3002090|CMY-77__Citrobacter_sp__W1065_	0.0	0	33
gb|AFU25647_1|ARO_3001836|ACT-14__Enterobacter_cloacae_	0.0	0	33
gb|AFU25650_1|ARO_3001834|ACT-12__Enterobacter_cloacae_	0.0	0	33
gb|AFU25656_1|ARO_3002765|QnrB50__Citrobacter_freundii_	0.0	0	33
gb|AFU25739_1|ARO_3002351|GES-22__Acinetobacter_baumannii_	0.0	0	33
gb|AFU35063_1|ARO_3002630|ANT(9)-Ia__Staphylococcus_aureus_	0.4844954878959437	3	195
gb|AFU35065_1|ARO_3003206|lsaE__Staphylococcus_aureus_	0.36775384755317175	4	234
gb|AFU91598_1|ARO_3001788|OXA-204__Klebsiella_pneumoniae_	0.0	0	34
gb|AFV48348_1|ARO_3002324|KPC-14__Klebsiella_pneumoniae_	0.0	0	34
gb|AFW16978_1|ARO_3001352|SHV-168__Klebsiella_pneumoniae_	0.0	0	33
gb|AFY98865_1|ARO_3001997|CTX-M-139__Escherichia_coli_	0.0	0	33
gb|AGA83484_1|ARO_3001369|TEM-153__Escherichia_coli_	0.0	0	34
gb|AGC29882_1|ARO_3002853|arr-8__Klebsiella_oxytoca_	0.0	0	99
